Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040
GCAM 7.0,WM_050224,USA,Primary Energy|Biomass,EJ/yr,3.247112446,3.731635177,4.381476883,4.362957121,4.357333123,4.400505191,4.264669561,4.42724517
GCAM 7.0,WM_050224,USA,Primary Energy|Biomass|1st Generation,EJ/yr,0.338358112,0.978661164,1.569958104,1.720724656,1.652017077,1.41382332,1.104663533,0.880012578
GCAM 7.0,WM_050224,USA,Primary Energy|Biomass|Modern,EJ/yr,2.908754334,2.752974013,2.811518779,2.642232465,2.705316046,2.986681871,3.160006028,3.547232592
GCAM 7.0,WM_050224,USA,Primary Energy|Coal,EJ/yr,23.62542082,21.59741908,16.06555668,9.056655272,6.437850247,5.240862654,4.610921248,4.783994221
GCAM 7.0,WM_050224,USA,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0,0,0,1.561833369,1.980899152,2.084138572
GCAM 7.0,WM_050224,USA,Primary Energy|Coal|w/o CCS,EJ/yr,23.62542082,21.59741908,16.06555668,9.056655272,6.437850247,3.679029285,2.630022096,2.699855649
GCAM 7.0,WM_050224,USA,Primary Energy|Fossil,EJ/yr,86.11451661,81.07610195,78.87269586,74.19967885,71.72931395,68.97053114,64.82081696,64.17938939
GCAM 7.0,WM_050224,USA,Primary Energy|Fossil|w/ CCS,EJ/yr,0,0,0,0,0.324512317,2.639582078,3.493505423,3.825970898
GCAM 7.0,WM_050224,USA,Primary Energy|Fossil|w/o CCS,EJ/yr,86.11451661,81.07610195,78.87269586,74.19967885,71.40480163,66.33094906,61.32731154,60.35341849
GCAM 7.0,WM_050224,USA,Primary Energy|Gas,EJ/yr,21.59979986,23.57801028,27.07953283,30.37127688,31.49842533,33.5087973,34.39466352,35.6451278
GCAM 7.0,WM_050224,USA,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0,0,0.324512317,1.077748709,1.512606272,1.741832326
GCAM 7.0,WM_050224,USA,Primary Energy|Gas|w/o CCS,EJ/yr,21.59979986,23.57801028,27.07953283,30.37127688,31.17391301,32.43104859,32.88205725,33.90329547
GCAM 7.0,WM_050224,USA,Primary Energy|Non-Biomass Renewables,EJ/yr,1.148238172,1.411758562,1.859919729,4.036034772,5.925577932,8.496939196,9.700441559,10.23482712
GCAM 7.0,WM_050224,USA,Primary Energy|Non-Biomass Renewables|Geothermal,EJ/yr,0.062502619,0.065484915,0.069879929,0.127679861,0.151430203,0.183023653,0.196110483,0.201007536
GCAM 7.0,WM_050224,USA,Primary Energy|Non-Biomass Renewables|Hydro,EJ/yr,1.014973833,0.977148688,0.937110678,0.945165463,0.947954615,0.951786672,0.959242093,0.970565991
GCAM 7.0,WM_050224,USA,Primary Energy|Non-Biomass Renewables|Solar,EJ/yr,0.004150162,0.01464183,0.132777768,0.999865707,1.495300803,2.320091215,2.788869559,3.069419726
GCAM 7.0,WM_050224,USA,Primary Energy|Non-Biomass Renewables|Wind,EJ/yr,0.066611558,0.35448313,0.720151354,1.963323741,3.33089231,5.042037656,5.756219424,5.993833866
GCAM 7.0,WM_050224,USA,Primary Energy|Nuclear,EJ/yr,3.020894874,3.125879577,3.098513314,2.861242004,2.831264366,2.943801296,2.853745894,2.623040128
GCAM 7.0,WM_050224,USA,Primary Energy|Oil,EJ/yr,40.88929592,35.90067259,35.72760635,34.7717467,33.79303837,30.22087118,25.81523219,23.75026737
GCAM 7.0,WM_050224,USA,Primary Energy|Oil|w/o CCS,EJ/yr,40.88929592,35.90067259,35.72760635,34.7717467,33.79303837,30.22087118,25.81523219,23.75026737
GCAM 7.0,WM_050224,USA,Production|Cement,Mt/yr,114.949,73.8961,73.8961,83.8908,92.2713,98.7165,104.97818,110.00248
GCAM 7.0,WM_050224,USA,Production|Non-ferrous metals,Mt/yr,2.48423,1.726,1.58964,2.067026,2.158292,2.249878,2.328016,2.383844
GCAM 7.0,WM_050224,USA,Production|Steel,Mt/yr,94.897,80.495,78.84495,60.17104,85.3364411,85.170554,86.4153108,85.5763605
GCAM 7.0,WM_050224,USA,Revenue|Government|Tax|Carbon,billion US$2010/yr,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Revenue|Government|Tax|Carbon|Demand|Industry,billion US$2010/yr,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Revenue|Government|Tax|Carbon|Demand|Transport,billion US$2010/yr,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Revenue|Government|Tax|Carbon|Supply,billion US$2010/yr,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Secondary Energy,EJ/yr,61.1473093,59.3286722,62.4724644,64.87151704,65.27584221,64.16331665,61.08504787,60.60209133
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity,EJ/yr,14.84319703,15.13079544,14.8904034,15.1204625,16.3398394,19.29522328,20.23610125,20.38284175
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Biomass,EJ/yr,0.110631,0.112638,0.124531,0.0810986,0.06207236,0.09846376,0.1048043,0.1384862
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.110631,0.112638,0.124531,0.0810986,0.06207236,0.09846376,0.1048043,0.1384862
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Coal,EJ/yr,7.68019,7.10503,5.23608,2.77371,1.77983,1.351119,1.153827,1.223893
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0,0,0,0.566,0.756,0.826
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,7.68019,7.10503,5.23608,2.77371,1.77983,0.785119,0.397827,0.397893
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Gas,EJ/yr,2.569336,3.38445,4.63885,5.60544,5.99181,6.69322,6.74636,6.52463
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0,0,0.162,0.564,0.821,0.971
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2.569336,3.38445,4.63885,5.60544,5.82981,6.12922,5.92536,5.55363
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0603983,0.063274,0.0673859,0.123208,0.147087,0.178771,0.191887,0.196183
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Hydro,EJ/yr,0.980802,0.944158,0.903665,0.912057,0.92045,0.928842,0.937234,0.945627
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,1.10960103,1.36413744,1.7937264,3.89516657,5.753787463,8.277402307,9.440837896,9.933754352
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Nuclear,EJ/yr,2.91849,3.02,2.98765,2.76098,2.748703,2.870521,2.784039,2.550506
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Oil,EJ/yr,0.454949,0.14454,0.109566,0.00406733,0.00363658,0.00449721,0.00623305,0.0115722
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,0.454949,0.14454,0.109566,0.00406733,0.00363658,0.00449721,0.00623305,0.0115722
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Solar,EJ/yr,0.00403183,0.01419044,0.1282265,0.965382609,1.453982805,2.266825069,2.726796688,2.995409574
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.00214551,0.00316424,0.0127525,0.013692978,0.01424574,0.01851193,0.02127292,0.0237417
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.00188632,0.0110262,0.115474,0.951689631,1.439737065,2.248313139,2.705523768,2.971667874
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Wind,EJ/yr,0.0643689,0.342515,0.694449,1.894518961,3.232267658,4.902964238,5.584920208,5.796534778
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,0,0,0,0,0.010326,0.0356023,0.0549419,0.0697866
GCAM 7.0,WM_050224,USA,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,0.0643689,0.342515,0.694449,1.894518961,3.221941658,4.867361938,5.529978308,5.726748178
GCAM 7.0,WM_050224,USA,Secondary Energy|Gases,EJ/yr,21.6117837,23.495238,26.9579534,30.0876867,31.356745,33.265669,34.081448,35.114218
GCAM 7.0,WM_050224,USA,Secondary Energy|Gases|Biomass,EJ/yr,0.159819,0.116159,0.177748,0.0989867,0.165945,0.209969,0.253148,0.316618
GCAM 7.0,WM_050224,USA,Secondary Energy|Gases|Coal,EJ/yr,0.0572647,0.060579,0.0629054,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Secondary Energy|Gases|Natural Gas,EJ/yr,21.3947,23.3185,26.7173,29.9887,31.1908,33.0557,33.8283,34.7976
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen,EJ/yr,0,0,0,0.007032443,0.141000508,0.753262453,1.355516274,2.025667129
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Biomass,EJ/yr,0,0,0,2.96E-05,0.003470675,0.019027238,0.017315477,0.004598735
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Biomass|w/o CCS,EJ/yr,0,0,0,2.96E-05,0.003470675,0.019027238,0.017315477,0.004598735
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Electricity,EJ/yr,0,0,0,9.34E-05,0.003926984,0.028074325,0.061841627,0.064198924
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Fossil,EJ/yr,0,0,0,0.00690943,0.13360285,0.70616089,1.27635917,1.95686947
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Fossil|w/o CCS,EJ/yr,0,0,0,0.00690943,0.13360285,0.70616089,1.27635917,1.95686947
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Gas,EJ/yr,0,0,0,0.00690943,0.13360285,0.70616089,1.27635917,1.95686947
GCAM 7.0,WM_050224,USA,Secondary Energy|Hydrogen|Gas|w/o CCS,EJ/yr,0,0,0,0.00690943,0.13360285,0.70616089,1.27635917,1.95686947
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids,EJ/yr,39.5355256,35.8334342,35.514511,34.7767979,33.7780967,30.1443852,25.6480836,23.4622062
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids|Biomass,EJ/yr,0.3378256,0.9774342,1.562411,1.7270379,1.6584567,1.4202252,1.1114406,0.8886842
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids|Biomass|w/o CCS,EJ/yr,0.3378256,0.9774342,1.562411,1.7270379,1.6584567,1.4202252,1.1114406,0.8886842
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids|Fossil,EJ/yr,39.1977,34.856,33.9521,33.04976,32.11964,28.72416,24.536643,22.573522
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,39.1977,34.856,33.9521,33.04976,32.11964,28.72416,24.536643,22.573522
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids|Gas,EJ/yr,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Secondary Energy|Liquids|Oil,EJ/yr,39.1977,34.856,33.9521,33.04976,32.11964,28.72416,24.536643,22.573522
GCAM 7.0,WM_050224,USA,Secondary Energy|Solids,EJ/yr,4.11391658,3.67585161,3.2983182,3.448526906,3.696215488,3.790097397,3.921324828,4.196065755
GCAM 7.0,WM_050224,USA,Secondary Energy|Solids|Biomass,EJ/yr,2.17839518,2.06872105,1.98922903,2.159698696,2.210873168,2.283513907,2.390407498,2.598262985
GCAM 7.0,WM_050224,USA,Secondary Energy|Solids|Coal,EJ/yr,1.9355214,1.60713056,1.30908917,1.28882821,1.48534232,1.50658349,1.53091733,1.59780277
GCAM 7.0,WM_050224,USA,Trade|Primary Energy|Coal|Volume,EJ/yr,0.7894,0.9459,2.244,6.02944,7.18581,9.13429,11.19362,13.00884
GCAM 7.0,WM_050224,USA,Trade|Primary Energy|Gas|Volume,EJ/yr,-3.8444,-2.3334,-0.4968,4.9627,5.5732,9.2046,14.135,19.2573
GCAM 7.0,WM_050224,USA,Trade|Primary Energy|Oil|Volume,EJ/yr,-27.2876,-20.8652,-11.0239,-12.527,-12.8249,-11.8582,-9.2428,-8.2949
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
